ID,text,label
698,what language is spoken in indochine,0000000000000000001000000000000000000000000000
699,language of the film revanche,0000000000000000001000000000000000000000000000
701,what language is passion of the christ in,0000000000000000001000000000000000000000000000
702,i want to know in what language was ju on filmed,0000000000000000001000000000000000000000000000
704,tell me the language of ju on,0000000000000000001000000000000000000000000000
706,what language is the movie elling in,0000000000000000001000000000000000000000000000
707,language of a separation,0000000000000000001000000000000000000000000000
708,what s the language of moscow does not believe in tears,0000000000000000001000000000000000000000000000
709,what is the language of the movie aankhen,0000000000000000001000000000000000000000000000
710,can you tell me the language of the movie aankhen,0000000000000000001000000000000000000000000000
711,what are the names of films produced by steven spielberg,0000000000000000000000100000000000000000000000
712,can you tell me names of some movies by director martin scorsese,0000000000000100000000000000000000000000000000
713,find movie titles,1000000000000000000000000000000000000000000000
715,i would like to know the names of all the movies which have been directed by james cameron,0000000000000100000000000000000000000000000000
716,what are the titles of all the movies that george lucas produced,0000000000000000000000100000000000000000000000
717,names of romantic indian films,0000000000010001001000000000000000000000000000
718,can you show me names of some indian romantic movies,0000000000010001001000000000000000000000000000
719,i would like to know names of some indian movies,0000000000010000001000000000000000000000000000
720,japanese movie titles,0000000000010000001000000000000000000000000000
721,can you give me names of some movies having pg thirteen rating,0000000000000000000000001000000000000000000000
722,i would like to get names of some movies with pg thirteen rating,0000000000000000000000001000000000000000000000
723,show me names of some romantic movies having a pg thirteen rating,0000000000000001000000001000000000000000000000
724,what are the names of movies with zombies in them,0000000000000000000000000000000010000000000000
725,i need to know the names of all the movies produced by william packer,0000000000000000000000100000000000000000000000
727,what movies did stephen king direct,0000000000000100000000000000000000000000000000
728,watch the last james cameron movie,0000000000000100010000000000000000000000000000
729,find movies by release date,0000000000000000010000000000000000000000000000
731,movie ratings,0000000000000000000000001000000000000000000000
732,richard lester produced what other movies,0000000000000000000000100000000000000000000000
733,show me westerns,0000000000000001000000000000000000000000000000
734,was kevin bacon in apollo thirteen,0000000000000000000000000000001000000000000000
735,i need movie information for life is beautiful,1000000000000000000000000000000000000000000000
737,i want to know more about the movie life is beautiful,1000000000000000000000000000000000000000000000
738,i would like info on the movie life is beautiful,1000000000000000000000000000000000000000000000
739,please show me info on the movie life is beautiful,1000000000000000000000000000000000000000000000
740,search for the movie life is beautiful,1000000000000000000000000000000000000000000000
741,what are the particulars for the movie life is beautiful,1000000000000000000000000000000000000000000000
742,can i see more info the movie life is beautiful,1000000000000000000000000000000000000000000000
743,can you show me info on the movie life is beautiful please,1000000000000000000000000000000000000000000000
744,display information for the movie life is beautiful,1000000000000000000000000000000000000000000000
745,find movies about dancing,0000000000000000000000000000000010000000000000
746,i want to look up movies about dancing,0000000000000000000000000000000010000000000000
748,search for movies about dancing,0000000000000000000000000000000010000000000000
750,i want to see any movies will ferrell has been in,0000000000000000000000000000001000000000000000
752,list will ferrell films,0000000000000000000000000000001000000000000000
754,what are some films will ferrell starred in,0000000000000000000000000000001000000000000000
758,will ferrell movies,0000000000000000000000000000001000000000000000
759,will ferrell movies,0000000000000000000000000000001000000000000000
760,will ferell videos,0000000000000000000000000000001000000000000000
761,i want to see videos of will ferrell,0000000000000000000000000000001000000000000000
762,all videos of will ferrell,0000000000000000000000000000001000000000000000
764,where can i find movies in russian,0000000000000000001000000000000000000000000000
765,find russian movies,0000000000010000001000000000000000000000000000
766,find russian movies,0000000000010000001000000000000000000000000000
768,show me movies from poland,0000000000010000000000000000000000000000000000
769,i would like to see a polish language film,0000000000000000001000000000000000000000000000
771,i want to see a polish movie,0000000000010000001000000000000000000000000000
772,list some funny russian movies,0000000000010001001000000000000000000000000000
773,i am looking for the information on the movie pretty women,1000000000000000000000000000000000000000000000
775,find martin scorsese films,0000000000000100000000000000000000000000000000
776,i want to see a movie which was directed by scorsese,0000000000000100000000000000000000000000000000
777,show all movies directed by martin scorcese,0000000000000100000000000000000000000000000000
778,movies with meg ryan,0000000000000000000000000000001000000000000000
779,gross earnings for movies,0000000000000000100000000000000000000000000000
780,i want to watch movies directed by jackie chan,0000000000000100000000000000000000000000000000
781,star wars,1000000000000000000000000000000000000000000000
782,what are the plots of hotel rwanda,1000000000000000000000000000000000000000000000
783,tim burton movies,0000000000000100000000000000000000000000000000
784,bings movie page finding nemo,1000000000000000000000000000000000000000000000
785,display information for film finding nemo,1000000000000000000000000000000000000000000000
786,finding nemo movie shortcut,1000000000000000000000000000000000000000000000
787,whats some details for the movie finding nemo,1000000000000000000000000000000000000000000000
788,show all details of original finding nemo movie,0000000000000000010000000000000000000000000000
789,get details of original finding nemo movie,0000000000000000010000000000000000000000000000
790,finding nemo movie page,1000000000000000000000000000000000000000000000
791,find movie finding nemo,1000000000000000000000000000000000000000000000
792,display all details of original finding nemo movie,1000000000000000000000000000000000000000000000
793,find all details of original finding nemo movie,1000000000000000000000000000000000000000000000
794,what has andrew stanton directed,0000000000000100000000000000000000000000000000
796,what did lee unkrich direct,0000000000000100000000000000000000000000000000
798,find me films produced by drew barrymore,0000000000000000000000100000000000000000000000
799,what movies that clint eastwood starred in did he also direct,0000000000000100000000000000001000000000000000
801,i want to watch a movie by sergio leone,0000000000000100000000000000000000000000000000
805,show me movies from brazil,0000000000010000000000000000000000000000000000
808,show me only movies with harrison ford,0000000000000000000000000000001000000000000000
809,name the movies clive owen has been in,0000000000000000000000000000001000000000000000
810,what movies has clive owen been in,0000000000000000000000000000001000000000000000
811,what movies has clive owen starred in,0000000000000000000000000000001000000000000000
812,find ms. congeniality,1000000000000000000000000000000000000000000000
813,find spike lee directed movies,0000000000000100000000000000000000000000000000
814,what movies did spike lee direct,0000000000000100000000000000000000000000000000
815,movies cecil b demille,0000000000000100000000000000000000000000000000
817,find films,1000000000000000000000000000000000000000000000
818,find films,1000000000000000000000000000000000000000000000
819,find movies,1000000000000000000000000000000000000000000000
820,in search for movies,1000000000000000000000000000000000000000000000
822,find a movie,1000000000000000000000000000000000000000000000
823,are there movies not rated g,0000000000000000000000001000000000000000000000
824,i don't want any g rated movies,0000000000000000000000001000000000000000000000
825,can you find some drama movies,0000000000000001000000000000000000000000000000
826,i'd like to watch something with drama,0000000000000001000000000000000000000000000000
827,looking for a drama movie,0000000000000001000000000000000000000000000000
828,show me a list of movies in english,0000000000000000001000000000000000000000000000
829,show me english movies,0000000000000000001000000000000000000000000000
830,find english movies,0000000000000000001000000000000000000000000000
831,can i get a list of movies available in english,0000000000000000001000000000000000000000000000
832,show me movies in english,0000000000000000001000000000000000000000000000
833,i would like to see movies in english,0000000000000000001000000000000000000000000000
834,movies in english,0000000000000000001000000000000000000000000000
836,what are all movies made by united states,0000000000010000000000000000000000000000000000
837,what movies have been made in the united states,0000000000010000000000000000000000000000000000
838,movies from the us,0000000000010000000000000000000000000000000000
839,what are all of the movies made in usa,0000000000010000000000000000000000000000000000
840,i want to see movies made in america,0000000000010000000000000000000000000000000000
841,show me a list of movies made in america,0000000000010000000000000000000000000000000000
842,show me movies made in america,0000000000010000000000000000000000000000000000
844,movies from the us,0000000000010000000000000000000000000000000000
845,please tell me about movies from the usa,0000000000010000000000000000000000000000000000
846,english movie list,0000000000010000001000000000000000000000000000
847,show me thrillers,0000000000000001000000000000000000000000000000
848,show me thrillers,0000000000000001000000000000000000000000000000
849,show me comedies,0000000000000001000000000000000000000000000000
851,see comedy,0000000000000001000000000000000000000000000000
852,show me comedy movies,0000000000000001000000000000000000000000000000
853,show me funny movies,0000000000000001000000000000000000000000000000
854,movies that have comedy,0000000000000001000000000000000000000000000000
855,can you show me a list of scary movies,0000000000000001000000000000000000000000000000
857,looking for a horror movie,0000000000000001000000000000000000000000000000
858,search for horror movies,0000000000000001000000000000000000000000000000
859,show me horror movies,0000000000000001000000000000000000000000000000
860,show only horror movies,0000000000000001000000000000000000000000000000
861,show me a list of scary movies,0000000000000001000000000000000000000000000000
862,i want to see a list of scary movies,0000000000000001000000000000000000000000000000
863,funny scary movies,0000000000000001000000000000000000000000000000
864,movies by producer,0000000000000000000000100000000000000000000000
866,movies with bruce willis,0000000000000000000000000000001000000000000000
867,clint eastwood movies,0000000000000000000000000000001000000000000000
868,find movies from canada,0000000000010000000000000000000000000000000000
869,get me canadian movies,0000000000010000000000000000000000000000000000
870,show me movies from canada,0000000000010000000000000000000000000000000000
873,show me a list of any movies made in canada,0000000000010000000000000000000000000000000000
874,find movies filmed in canada,0000000000010000000000000000000000000000000000
875,get films made in canada,0000000000010000000000000000000000000000000000
877,show me canadian movies,0000000000010000000000000000000000000000000000
878,are there any canadian movies,0000000000010000000000000000000000000000000000
880,find canadian films,0000000000010000000000000000000000000000000000
882,movies from germany,0000000000010000000000000000000000000000000000
883,i want to watch movies from germany,0000000000010000000000000000000000000000000000
884,display movies made in germany,0000000000010000000000000000000000000000000000
885,find movies done in germany,0000000000010000000000000000000000000000000000
886,what movies do you have that were made in italy,0000000000010000000000000000000000000000000000
887,movies from italy,0000000000010000000000000000000000000000000000
890,italian films,0000000000010000001000000000000000000000000000
891,italian movies,0000000000010000001000000000000000000000000000
892,show me italian movies,0000000000010000001000000000000000000000000000
893,get all italian language movies,0000000000000000001000000000000000000000000000
895,movies with italian language,0000000000000000001000000000000000000000000000
896,show me movies in italian,0000000000000000001000000000000000000000000000
897,what movies are in italian,0000000000000000001000000000000000000000000000
898,search for movies in italian,0000000000000000001000000000000000000000000000
899,find movies in italian,0000000000000000001000000000000000000000000000
900,a list of all italian speaking movies,0000000000000000001000000000000000000000000000
902,see movies from spain,0000000000010000000000000000000000000000000000
903,movies from spain,0000000000010000000000000000000000000000000000
904,movies from spain,0000000000010000000000000000000000000000000000
905,i want to see movies from spain,0000000000010000000000000000000000000000000000
906,movies made in spain,0000000000010000000000000000000000000000000000
907,are there any movies made in spain,0000000000010000000000000000000000000000000000
910,can you show me spanish movies,0000000000010000001000000000000000000000000000
911,find spanish movies,0000000000010000001000000000000000000000000000
913,get me spanish movies,0000000000010000001000000000000000000000000000
914,I'd like a list of spanish movies,0000000000010000001000000000000000000000000000
915,I'd like to know some spanish movies,0000000000010000001000000000000000000000000000
916,i want only spanish movies,0000000000010000001000000000000000000000000000
917,i want to look up spanish movies,0000000000010000001000000000000000000000000000
918,list spanish movies,0000000000010000001000000000000000000000000000
919,list spanish movies,0000000000010000001000000000000000000000000000
921,search for spanish movies,0000000000010000001000000000000000000000000000
922,search for spanish movies,0000000000010000001000000000000000000000000000
924,spanish movie listing,0000000000010000001000000000000000000000000000
926,find romance movies,0000000000000001000000000000000000000000000000
929,i want to find romantic movies,0000000000000001000000000000000000000000000000
930,locate romantic movies for me,0000000000000001000000000000000000000000000000
933,find movies in french,0000000000000000001000000000000000000000000000
934,find movies is french,0000000000000000001000000000000000000000000000
935,list movies in french,0000000000000000001000000000000000000000000000
936,look for movies in french,0000000000000000001000000000000000000000000000
939,show me movies produced in french,0000000000000000001000000000000000000000000000
940,show movies in french,0000000000000000001000000000000000000000000000
941,show only movies that are in french,0000000000000000001000000000000000000000000000
942,find french language movies,0000000000000000001000000000000000000000000000
943,list of all french speaking films,0000000000000000001000000000000000000000000000
944,list of french language movies,0000000000000000001000000000000000000000000000
945,show me movies in french,0000000000000000001000000000000000000000000000
946,can you list movies in french,0000000000000000001000000000000000000000000000
948,show me a list of all the movies produced by william packer,0000000000000000000000100000000000000000000000
949,information about movie,1000000000000000000000000000000000000000000000
950,show me information about movie,1000000000000000000000000000000000000000000000
952,tell me about movie,1000000000000000000000000000000000000000000000
953,please show me all of the films that involve kevin bacon,0000000000000000000000000000001000000000000000
955,what other movies has bill paxton starred in,0000000000000000000000000000001000000000000000
957,a movie based on time travel,0000000000000000000000000000000010000000000000
958,find time travel movies,0000000000000000000000000000000010000000000000
959,give me a list of time travel movies,0000000000000000000000000000000010000000000000
960,movies about time travel,0000000000000000000000000000000010000000000000
961,show me movies about time travel,0000000000000000000000000000000010000000000000
962,show me movies with time travel themes,0000000000000000000000000000000010000000000000
963,show me time travel movies,0000000000000000000000000000000010000000000000
964,show videos about time travel,0000000000000000000000000000000010000000000000
966,what are movies whose topic involves time travel,0000000000000000000000000000000010000000000000
967,movies about time travel,0000000000000000000000000000000010000000000000
968,movies about time travel,0000000000000000000000000000000010000000000000
969,show me movies about time travel,0000000000000000000000000000000010000000000000
970,show me movies about time travel,0000000000000000000000000000000010000000000000
971,show me some movies that are related to time travel,0000000000000000000000000000000010000000000000
974,quentin tarrantino movies,0000000000000100000000000000000000000000000000
975,what movies did quentin terrantino direct,0000000000000100000000000000000000000000000000
977,movies from england,0000000000010000000000000000000000000000000000
978,movies from england,0000000000010000000000000000000000000000000000
979,movies from england please,0000000000010000000000000000000000000000000000
980,show me england movies,0000000000010000000000000000000000000000000000
981,show me movies from england,0000000000010000000000000000000000000000000000
982,show me movies made in england,0000000000010000000000000000000000000000000000
983,find movies directed by chris columbus,0000000000000100000000000000000000000000000000
984,what other movies has richard lester directed,0000000000000100000000000000000000000000000000
987,please find a movie in mandarin,0000000000000000001000000000000000000000000000
988,movie made in mandarin,0000000000000000001000000000000000000000000000
989,which movies are originally in a foreign language,0000000000000000001000000000000000000000000000
990,find me tamil movies,0000000000000000001000000000000000000000000000
991,show me the latest movies in tamil,0000000000000000001000000000000000000000000000
992,find hindi movies,0000000000000000001000000000000000000000000000
993,find movies in hindi,0000000000000000001000000000000000000000000000
994,list the hindi movies,0000000000000000001000000000000000000000000000
995,what is hindi,0000000000000000001000000000000000000000000000
996,i would like to get a list of movie names in hindi language,0000000000000000001000000000000000000000000000
997,what films are not spoken in english,0000000000000000001000000000000000000000000000
998,what movies are spoken in another language,0000000000000000001000000000000000000000000000
999,i want to watch a romance made in india,0000000000010001000000000000000000000000000000
1000,i need to get a list of some romantic indian movies,0000000000010001001000000000000000000000000000
1001,find movies from india,0000000000010000000000000000000000000000000000
1002,look up movies from india,0000000000010000000000000000000000000000000000
1003,see movies from india,0000000000010000000000000000000000000000000000
1004,find indian movies,0000000000010000001000000000000000000000000000
1005,give me a list of some indian movies,0000000000010000001000000000000000000000000000
1006,brian de palma movies,0000000000000100000000000000000000000000000000
1008,list movies by searchlight films,0000000000000000000000010000000000000000000000
1009,list of movies produced by searchlight films,0000000000000000000000010000000000000000000000
1010,what are some movies made by searchlight films,0000000000000000000000010000000000000000000000
1011,movies about bank robberies,0000000000000000000000000000000010000000000000
1012,show me sarah polley movies,0000000000000000000000000000001000000000000000
1014,list french language comedy films,0000000000000001001000000000000000000000000000
1015,show french comedy films,0000000000000001001000000000000000000000000000
1017,films produced by laurie macdonald,0000000000000000000000100000000000000000000000
1018,find me dreamworks films,0000000000000000000000010000000000000000000000
1019,movie by dreamworks,0000000000000000000000010000000000000000000000
1021,what movies are made by dreamworks,0000000000000000000000010000000000000000000000
1023,what movies did kevin costner direct,0000000000000100000000000000000000000000000000
1024,dirty dancing movie,1000000000000000000000000000000000000000000000
1025,dirty dancing movie short cuts,1000000000000000000000000000000000000000000000
1026,show me the dirty dancing movie,1000000000000000000000000000000000000000000000
1028,find the movie dirty dancing,1000000000000000000000000000000000000000000000
1029,get me info for the movie dirty dancing,1000000000000000000000000000000000000000000000
1030,i need to get every possible information related with the movie dirty dancing,1000000000000000000000000000000000000000000000
1032,i would like to get all the information about the movie dirty dancing,1000000000000000000000000000000000000000000000
1034,show me all the information about the movie dirty dancing like story reviews cast etc,1000000000000000000000000000000000000000000000
1035,show me info on the movie dirty dancing please,1000000000000000000000000000000000000000000000
1036,show me information for the movie dirty dancing,1000000000000000000000000000000000000000000000
1037,show me more details for the movie dirty dancing,1000000000000000000000000000000000000000000000
1038,can you please show me info on the movie dirty dancing,1000000000000000000000000000000000000000000000
1040,what films has robert redford directed,0000000000000100000000000000000000000000000000
1041,i want to see a robert redford produced movie,0000000000000000000000100000000000000000000000
1042,i would like to see something produced by robert redford,0000000000000000000000100000000000000000000000
1043,bette midler movies,0000000000000000000000000000001000000000000000
1044,bette midler movies please,0000000000000000000000000000001000000000000000
1045,show bette midler movies,0000000000000000000000000000001000000000000000
1046,show me cameron diaz movies,0000000000000000000000000000001000000000000000
1047,show me movies with jennifer aniston,0000000000000000000000000000001000000000000000
1048,russell crowe movies,0000000000000000000000000000001000000000000000
1049,about life is beautiful,1000000000000000000000000000000000000000000000
1050,details about life is beautiful please,1000000000000000000000000000000000000000000000
1051,find synopsis for life is beautiful,1000000000000000000000000000000000000000000000
1052,i need page on life is beautiful,1000000000000000000000000000000000000000000000
1054,i want to know about life is beautiful,1000000000000000000000000000000000000000000000
1056,life is beautiful,1000000000000000000000000000000000000000000000
1057,run a search for life is beautiful,1000000000000000000000000000000000000000000000
1058,show me life is beautiful information,1000000000000000000000000000000000000000000000
1059,what's the synopsis of life is beatiful,1000000000000000000000000000000000000000000000
1060,footloose,1000000000000000000000000000000000000000000000
1061,show jason statham movies,0000000000000000000000000000001000000000000000
1062,list statham's movies,0000000000000000000000000000001000000000000000
1064,show me the movies acted by bala krishna,0000000000000000000000000000001000000000000000
1065,korean language movie,0000000000000000001000000000000000000000000000
1066,show me korean language movie,0000000000000000001000000000000000000000000000
1067,can you find the movies with korean language,0000000000000000001000000000000000000000000000
1068,show me movies that are in korean,0000000000000000001000000000000000000000000000
1069,portugese movies,0000000000010000001000000000000000000000000000
1070,current movie options for today with patrick swayze,0000000000000000010000000000001000000000000000
1072,find information on dirty dancing,1000000000000000000000000000000000000000000000
1073,search for dirty dancing,1000000000000000000000000000000000000000000000
1074,search for dirty dancing,1000000000000000000000000000000000000000000000
1075,how can i view dirty dancing,1000000000000000000000000000000000000000000000
1076,dirty dancing facts,1000000000000000000000000000000000000000000000
1077,did alfred hitchcock direct a comedy,0000000000000101000000000000000000000000000000
1078,martin lawrence directed what movie,0000000000000100000000000000000000000000000000
1080,show me movies from japan,0000000000010000000000000000000000000000000000
1081,show me movies from japan,0000000000010000000000000000000000000000000000
1082,what are some movies made in japan,0000000000010000000000000000000000000000000000
1083,what movies came from japan,0000000000010000000000000000000000000000000000
1084,which movies were made in japan,0000000000010000000000000000000000000000000000
1086,do you have any movies made in japan,0000000000010000000000000000000000000000000000
1087,find japanese movies,0000000000010000001000000000000000000000000000
1088,find japanese movies,0000000000010000001000000000000000000000000000
1089,give me some names of japanese movies,0000000000010000001000000000000000000000000000
1090,i want japanese movies,0000000000010000001000000000000000000000000000
1091,i want to see japanese movies,0000000000010000001000000000000000000000000000
1092,i would like to know names of some of the japanese movies,0000000000010000001000000000000000000000000000
1093,japanese movies,0000000000010000001000000000000000000000000000
1095,show me japanese movies,0000000000010000001000000000000000000000000000
1097,do you have a list of japanese movies,0000000000010000001000000000000000000000000000
1098,i want to see a film in japanese,0000000000000000001000000000000000000000000000
1099,show me movies in japanese,0000000000000000001000000000000000000000000000
1100,films with japaneese,0000000000000000001000000000000000000000000000
1102,what are some japanese movies,0000000000010000001000000000000000000000000000
1103,find movies in british english,0000000000000000001000000000000000000000000000
1105,see miramax movies,0000000000000000000000010000000000000000000000
1106,watch miramax,0000000000000000000000010000000000000000000000
1107,find movies with sandra bullock,0000000000000000000000000000001000000000000000
1108,find sandra bullock movies,0000000000000000000000000000001000000000000000
1109,movies with sandra bullock,0000000000000000000000000000001000000000000000
1110,movies with vampires,0000000000000000000000000000000010000000000000
1113,show me will smith movies,0000000000000000000000000000001000000000000000
1114,what experience does darla anderson have as a producer,0000000000000000000000100000000000000000000000
1115,look for movies directed by tyler perry,0000000000000100000000000000000000000000000000
1116,which movies are directed by tyler perry,0000000000000100000000000000000000000000000000
1117,give me movies directed by tyler perry,0000000000000100000000000000000000000000000000
1118,search for movies directed by tyler perry,0000000000000100000000000000000000000000000000
1119,what films has selena gomez been in,0000000000000000000000000000001000000000000000
1121,only mel gibson movies,0000000000000000000000000000001000000000000000
1122,find movies produced by paramount pictures,0000000000000000000000010000000000000000000000
1123,i want to see paramount movies,0000000000000000000000010000000000000000000000
1124,i would like a list of paramount movies,0000000000000000000000010000000000000000000000
1125,list some paramount produced films,0000000000000000000000010000000000000000000000
1126,show all movies by paramount,0000000000000000000000010000000000000000000000
1127,show me all the movies made by paramount,0000000000000000000000010000000000000000000000
1128,show only paramount movies,0000000000000000000000010000000000000000000000
1129,is there a list of movies about chess,0000000000000000000000000000000010000000000000
1130,movies about chess,0000000000000000000000000000000010000000000000
1131,movies regarding the hobby of chess,0000000000000000000000000000000010000000000000
1133,find movies about dogs,0000000000000000000000000000000010000000000000
1135,find me nc-17 movies,0000000000000000000000001000000000000000000000
1136,show me nc seventeen movies,0000000000000000000000001000000000000000000000
1137,play movies from turkey,0000000000010000000000000000000000000000000000
1138,what movies have come out of turkey,0000000000010000000000000000000000000000000000
1140,can you give me a list of movies produced by bruce lee,0000000000000000000000100000000000000000000000
1143,what movies did michael bay direct,0000000000000100000000000000000000000000000000
1144,ed harris films,0000000000000000000000000000001000000000000000
1145,show me all movies that star ed harris,0000000000000000000000000000001000000000000000
1146,more stuff about the movie go,1000000000000000000000000000000000000000000000
1148,find movies produced by mel gibson,0000000000000000000000100000000000000000000000
1149,what movies has jerry bruckheimer produced,0000000000000000000000100000000000000000000000
1150,i want to see chinese movies,0000000000010000001000000000000000000000000000
1151,show me chinese movies,0000000000010000001000000000000000000000000000
1154,give me the best baseball movies,0000000000000000000000000000000010000000000000
1156,list all the movies john travolta has done,0000000000000000000000000000001000000000000000
1157,columbia production company movies,0000000000000000000000010000000000000000000000
1158,find me 20 th century fox films,0000000000000000000000010000000000000000000000
1159,list of 20 th century fox films,0000000000000000000000010000000000000000000000
1160,watch century fox movies,0000000000000000000000010000000000000000000000
1161,films produced by twentieth century fox,0000000000000000000000010000000000000000000000
1163,find twentieth century fox movies,0000000000000000000000010000000000000000000000
1164,search twentieth century fox,0000000000000000000000010000000000000000000000
1165,show me movies by twentieth century fox,0000000000000000000000010000000000000000000000
1166,show me elvis movies,0000000000000000000000000000001000000000000000
1168,show me pg thirteen movies,0000000000000000000000001000000000000000000000
1169,what movies are rated pg thirteen,0000000000000000000000001000000000000000000000
1170,find pg thirteen movies,0000000000000000000000001000000000000000000000
1171,show me movies that are rated pg thirteen,0000000000000000000000001000000000000000000000
1173,find movies with pg-13 only,0000000000000000000000001000000000000000000000
1174,i need to know names of some movies which have a rating of pg-13,0000000000000000000000001000000000000000000000
1175,i want to find pg-13 rated movies,0000000000000000000000001000000000000000000000
1177,which movies are rated pg-13,0000000000000000000000001000000000000000000000
1178,find a pg-13 movie,0000000000000000000000001000000000000000000000
1179,find me pg-13 movies,0000000000000000000000001000000000000000000000
1180,find movies that are rated pg-13,0000000000000000000000001000000000000000000000
1181,give me a list of some movies that have pg-13 rating,0000000000000000000000001000000000000000000000
1182,i want to see a list of g rated movies,0000000000000000000000001000000000000000000000
1183,list g,0000000000000000000000001000000000000000000000
1184,what is a list of g movies,0000000000000000000000001000000000000000000000
1185,are there any g movies out there right now,0000000000000000000000001000000000000000000000
1186,find me movies rated g,0000000000000000000000001000000000000000000000
1187,find movies only g,0000000000000000000000001000000000000000000000
1188,get me only g-rated movies,0000000000000000000000001000000000000000000000
1189,i want a list of movies rated g,0000000000000000000000001000000000000000000000
1190,i want to see g -rated films now,0000000000000000000000001000000000000000000000
1192,list of g movies,0000000000000000000000001000000000000000000000
1193,list rating g,0000000000000000000000001000000000000000000000
1194,listing of g movies,0000000000000000000000001000000000000000000000
1195,look for movies rated g,0000000000000000000000001000000000000000000000
1196,look up movies with a g rating,0000000000000000000000001000000000000000000000
1197,play list g,0000000000000000000000001000000000000000000000
1199,rating g,0000000000000000000000001000000000000000000000
1200,search for movies rated g,0000000000000000000000001000000000000000000000
1201,show me g rated movies,0000000000000000000000001000000000000000000000
1202,show only g rated movies,0000000000000000000000001000000000000000000000
1203,what available movies are rated g,0000000000000000000000001000000000000000000000
1205,find me movies rated g,0000000000000000000000001000000000000000000000
1209,it is hard to find a movie that is rated g anymore,0000000000000000000000001000000000000000000000
1210,list movies rated g,0000000000000000000000001000000000000000000000
1211,only movies rated g,0000000000000000000000001000000000000000000000
1212,rating g list,0000000000000000000000001000000000000000000000
1214,there are several g movies,0000000000000000000000001000000000000000000000
1215,appropriate for kids,0000000000000000000000001000000000000000000000
1216,what movies can young children watch,0000000000000000000000001000000000000000000000
1218,did robert wise direct any other musical films,0000000000000101000000000000000000000000000000
1220,find love stories,0000000000000000000000000000000010000000000000
1221,show me a list of movies produced by mgm,0000000000000000000000010000000000000000000000
1222,movies from the uk,0000000000010000000000000000000000000000000000
1223,show me british films,0000000000010000000000000000000000000000000000
1224,list uk movies,0000000000010000000000000000000000000000000000
1225,get films from the united kingdom,0000000000010000000000000000000000000000000000
1226,i want to watch a comedy made in norway,0000000000010001000000000000000000000000000000
1227,get me a list of movies that ron howard produce,0000000000000000000000100000000000000000000000
1228,ron howard movies produce list,0000000000000000000000100000000000000000000000
1229,list movies directed by clint eastwood,0000000000000100000000000000000000000000000000
1230,show director clint eastwood movies,0000000000000100000000000000000000000000000000
1231,what movies did clint eastwood direct,0000000000000100000000000000000000000000000000
1232,movies directed by clint eastwood,0000000000000100000000000000000000000000000000
1233,list movies produced by sean penn,0000000000000000000000100000000000000000000000
1234,find movies about vietnam,0000000000000000000000000000000010000000000000
1235,what movies has spielberg been a producer on,0000000000000000000000100000000000000000000000
1238,select the option to search for movies produced by stephen spielberg,0000000000000000000000100000000000000000000000
1240,find movies produced by steven spielberg,0000000000000000000000100000000000000000000000
1242,show me movies produced by stephen spielberg,0000000000000000000000100000000000000000000000
1243,was kevin james in hitch,0000000000000000000000000000001000000000000000
1244,was will smith in hitch,0000000000000000000000000000001000000000000000
1245,show me a list of disney movies,0000000000000000000000010000000000000000000000
1246,give me a list of some movies by producer walt disney,0000000000000000000000010000000000000000000000
1247,list all movies that walt disney produced,0000000000000000000000010000000000000000000000
1248,show all movies directed by ron howard,0000000000000100000000000000000000000000000000
1249,what movies has ron howard directed,0000000000000100000000000000000000000000000000
1250,find movies by ron howard,0000000000000100000000000000000000000000000000
1252,find movies produced by brian glazer,0000000000000000000000100000000000000000000000
1253,list spielberg movies,0000000000000100000000000000000000000000000000
1254,show spielberg movies,0000000000000100000000000000000000000000000000
1255,what did spielberg direct,0000000000000100000000000000000000000000000000
1256,stephen spielberg movies,0000000000000100000000000000000000000000000000
1257,filmography for steven spielberg,0000000000000100000000000000000000000000000000
1258,find movies directed by steven spielberg,0000000000000100000000000000000000000000000000
1259,find steven spielberg movies,0000000000000100000000000000000000000000000000
1260,i want to find movies directed by stephen speilberg,0000000000000100000000000000000000000000000000
1261,list all steven spielberg movies,0000000000000100000000000000000000000000000000
1262,please find the movies by steven spielberg,0000000000000100000000000000000000000000000000
1263,show films by steven spielberg,0000000000000100000000000000000000000000000000
1264,show steven spielberg movies,0000000000000100000000000000000000000000000000
1265,show steven spielberg movies,0000000000000100000000000000000000000000000000
1267,steven spielberg pictures,0000000000000100000000000000000000000000000000
1268,what movies has steven spielberg done,0000000000000100000000000000000000000000000000
1271,movie stuff for steven spielberg,0000000000000100000000000000000000000000000000
1273,movies directed by steven spielberg,0000000000000100000000000000000000000000000000
1274,can i see what movies steven spielberg has done,0000000000000100000000000000000000000000000000
1275,can you find movies with steven spielberg,0000000000000100000000000000000000000000000000
1276,spielberg movies,0000000000000100000000000000000000000000000000
1277,videos of steven spielberg,0000000000000100000000000000000000000000000000
1279,show me the movies that spielberg made,0000000000000100000000000000000000000000000000
1280,can you please search for movies by steven spielberg,0000000000000100000000000000000000000000000000
1281,find movies directed by stephen spielberg,0000000000000100000000000000000000000000000000
1282,find movies directed by stephen spielberg,0000000000000100000000000000000000000000000000
1283,i would like to search for movies directed by stephen spielberg,0000000000000100000000000000000000000000000000
1284,list some movies directed by steven spielberg,0000000000000100000000000000000000000000000000
1285,please find movies directed by stephen spielberg,0000000000000100000000000000000000000000000000
