ID,label
2760,16
2761,16
2762,16
2763,16
2764,16
2765,16
2766,16
2767,16
2768,16
2769,16
2770,16
2771,16
2772,16
2773,16
2774,16
2775,16
2776,16
2777,16
2778,16
2779,16
2780,16
2781,16
2782,16
2783,16
2784,16
2785,16
2786,16
2787,16
2788,16
2789,16
2790,16
2791,16
2792,16
2793,16
2794,16
2795,16
2796,16
2797,16
2798,16
2799,16
2800,16
2801,16
2802,16
2803,16
2804,16
2805,16
2806,16
2807,16
2808,16
2809,16
2810,16
2811,16
2812,16
2813,16
2814,16
2815,16
2816,16
2817,16
2818,16
2819,16
2820,16
2821,16
2822,16
2823,16
2824,16
2825,16
2826,16
2827,16
2828,16
2829,16
2830,16
2831,16
2832,16
2833,16
2834,32
2835,32
2836,32
2837,"11,18,17"
2838,"11,18,17"
2839,"11,18,17"
2840,"19,18,11"
2841,"19,11"
2842,"23,22"
2843,"23,22"
2844,36
2845,36
2846,36
2847,36
2848,36
2849,36
2850,36
2851,36
2852,36
2853,36
2854,36
2855,36
2856,36
2857,36
2858,36
2859,36
2860,36
2861,36
2862,36
2863,36
2864,36
2865,36
2866,36
2867,36
2868,36
2869,36
2870,36
2871,36
2872,36
2873,36
2874,36
2875,36
2876,36
2877,36
2878,36
2879,36
2880,36
2881,36
2882,36
2883,36
2884,36
2885,36
2886,36
2887,36
2888,36
2889,36
2890,36
2891,36
2892,36
2893,36
2894,36
2895,36
2896,36
2897,36
2898,36
2899,36
2900,36
2901,36
2902,36
2903,36
2904,36
2905,36
2906,36
2907,36
2908,36
2909,36
2910,36
2911,36
2912,36
2913,36
2914,36
2915,36
2916,36
2917,36
2918,36
2919,36
2920,37
2921,37
2922,37
2923,37
2924,36
2925,37
2926,37
2927,37
2928,37
2929,37
2930,37
2931,37
2932,37
2933,37
2934,37
2935,37
2936,37
2937,37
2938,37
2939,37
2940,37
2941,37
2942,37
2943,37
2944,37
2945,37
2946,36
2947,36
2948,37
2949,37
2950,37
2951,37
2952,36
2953,37
2954,37
2955,36
2956,37
2957,37
2958,37
2959,37
2960,36
2961,36
2962,37
2963,37
2964,36
2965,36
2966,37
2967,37
2968,37
2969,36
2970,37
2971,36
2972,37
2973,37
2974,37
2975,37
2976,37
2977,37
2978,37
2979,36
2980,36
2981,37
2982,36
2983,37
2984,36
2985,36
2986,36
2987,37
2988,36
2989,37
2990,37
2991,36
2992,36
2993,36
2994,36
2995,37
2996,37
2997,37
2998,37
2999,36
3000,36
3001,37
3002,37
3003,36
3004,37
3005,36
3006,36
3007,36
3008,36
3009,37
3010,36
3011,36
3012,37
3013,36
3014,36
3015,36
3016,36
3017,37
3018,37
3019,36
3020,36
3021,37
3022,37
3023,37
3024,37
3025,37
3026,37
3027,37
3028,36
3029,37
3030,37
3031,36
3032,36
3033,36
3034,37
3035,37
3036,37
3037,37
3038,37
3039,37
3040,37
3041,37
3042,36
3043,36
3044,36
3045,37
3046,36
3047,36
3048,36
3049,36
3050,36
3051,36
3052,36
3053,36
3054,36
3055,36
3056,36
3057,37
3058,37
3059,37
3060,37
3061,36
3062,37
3063,36
3064,36
3065,36
3066,37
3067,36
3068,36
3069,36
3070,36
3071,37
3072,36
3073,37
3074,37
3075,36
3076,36
3077,37
3078,37
3079,37
3080,37
3081,37
3082,37
3083,37
3084,37
3085,37
3086,37
3087,37
3088,37
3089,37
3090,37
3091,37
3092,37
3093,37
3094,37
3095,37
3096,37
3097,36
3098,37
3099,37
3100,37
3101,37
3102,37
3103,37
3104,37
3105,37
3106,37
3107,37
3108,37
3109,37
3110,37
3111,37
3112,36
3113,37
3114,37
3115,37
3116,37
3117,37
3118,37
3119,37
3120,37
3121,36
3122,37
3123,36
3124,0
3125,"13,17"
3126,13
3127,"30,31"
3128,"30,31"
3129,"30,31"
3130,"30,31"
3131,"30,31"
3132,"30,31"
3133,"30,31"
3134,"30,31"
3135,"30,31,13"
3136,"30,31"
3137,"30,31"
3138,"30,31"
3139,"30,31"
3140,30
3141,30
3142,30
3143,30
3144,30
3145,"30,31,11"
3146,"30,31"
3147,"30,31"
3148,"30,31"
3149,"30,31"
3150,"30,31"
3151,9
3152,9
3153,9
3154,38
3155,"38,3,4"
3156,"38,3,4"
3157,"25,43,44"
3158,17
3159,17
3160,17
3161,"13,17,29"
3162,"13,29"
3163,"13,29"
3164,"13,29"
3165,"13,29"
3166,0
3167,13
3168,13
3169,15
3170,"20,30"
3171,20
3172,"20,17"
3173,"20,17"
3174,20
3175,"20,17"
3176,20
3177,"20,13"
3178,"11,15,29"
3179,"11,29"
3180,"11,29"
3181,"11,29"
3182,"11,29"
3183,"13,29"
3184,"13,29"
3185,"13,29"
3186,"13,29"
3187,"13,29"
3188,"29,17"
3189,"23,29,17"
3190,"24,29"
3191,"30,29"
3192,"30,29"
3193,29
3194,34
3195,34
3196,"23,34"
3197,34
3198,11
3199,11
3200,13
3201,13
3202,"15,12"
3203,"30,17"
3204,"11,29"
3205,"11,15,29"
3206,"11,29,17"
3207,"11,17"
3208,"11,9,4"
3209,"11,15,29"
3210,11
3211,11
3212,11
3213,13
3214,"13,17"
3215,"13,29"
3216,"13,29"
3217,"13,29"
3218,"13,29"
3219,"29,17"
3220,"25,43,17,44"
3221,"23,17"
3222,"18,29"
3223,"18,29"
3224,"19,9,4"
3225,"15,22"
3226,22
3227,22
3228,"23,9"
3229,"23,9,4"
3230,"23,29"
3231,"24,29"
3232,"30,17"
3233,30
3234,"30,9,2"
3235,"30,29"
3236,"10,30,4"
3237,"29,32"
3238,"16,8"
3239,"25,43,44"
3240,"25,43,44"
3241,"25,44"
3242,"25,43,44"
3243,"25,44"
3244,"25,43,44"
3245,"25,44"
3246,29
3247,29
3248,23
3249,32
3250,12
3251,"9,4"
3252,"6,13,17,4"
3253,"9,13,3"
3254,"5,38,4"
3255,42
3256,42
3257,42
3258,42
3259,42
3260,42
3261,42
3262,42
3263,42
3264,42
3265,42
3266,42
3267,"29,22"
3268,22
3269,22
3270,22
3271,22
3272,"24,29"
3273,24
3274,24
3275,26
3276,"24,26"
3277,26
3278,26
3279,26
3280,26
3281,26
3282,26
3283,26
3284,26
3285,26
3286,26
3287,26
3288,26
3289,26
3290,26
3291,26
3292,26
3293,26
3294,26
3295,26
3296,26
3297,26
3298,26
3299,26
3300,26
3301,26
3302,26
3303,26
3304,26
3305,26
3306,26
3307,26
3308,29
3309,29
3310,29
3311,33
3312,33
3313,28
3314,28
3315,28
3316,28
3317,28
3318,28
3319,28
3320,28
3321,28
3322,28
3323,28
3324,34
3325,34
3326,34
3327,34
3328,34
3329,34
3330,34
3331,34
3332,"38,3"
3333,"38,4"
3334,9
3335,"20,18,11"
3336,"11,19,17"
3337,"11,18,29"
