ID,text,raw_text,label,raw_label
534,can i please see more details for the director of finding|nemo,can i please see more details for the director of finding|nemo,0000000000000100000000000000000000000000000000,movie.directed_by
535,find the director for finding|nemo,find the director for finding|nemo,0000000000000100000000000000000000000000000000,movie.directed_by
536,i want to know the director of finding|nemo,i want to know the director of finding|nemo,0000000000000100000000000000000000000000000000,movie.directed_by
537,i want to know who directed finding|nemo,i want to know who directed finding|nemo,0000000000000100000000000000000000000000000000,movie.directed_by
538,show me finding|nemo director,show me finding|nemo director,0000000000000100000000000000000000000000000000,movie.directed_by
539,who directed finding|nemo,who directed finding|nemo,0000000000000100000000000000000000000000000000,movie.directed_by
540,who directed finding|nemo,who directed finding|nemo,0000000000000100000000000000000000000000000000,movie.directed_by
541,who directed finding|nemo,who directed finding|nemo,0000000000000100000000000000000000000000000000,movie.directed_by
542,who directed finding|nemo,who directed finding|nemo,0000000000000100000000000000000000000000000000,movie.directed_by
543,who directed finding|nemo,who directed finding|nemo,0000000000000100000000000000000000000000000000,movie.directed_by
544,who directed finding|nemo,who directed finding|nemo,0000000000000100000000000000000000000000000000,movie.directed_by
545,who was the director of the film finding|nemo,who was the director of the film finding|nemo,0000000000000100000000000000000000000000000000,movie.directed_by
546,who directed hitch,who directed hitch,0000000000000100000000000000000000000000000000,movie.directed_by
547,who made hitch,who made hitch,0000000000000100000000000000000000000000000000,movie.directed_by
548,director for anne|of|green|gables,director for anne|of|green|gables,0000000000000100000000000000000000000000000000,movie.directed_by
549,search director of the movie platoon,search director of the movie platoon,0000000000000100000000000000000000000000000000,movie.directed_by
550,who was the director of movie varsham,who was the director of movie varsham,0000000000000100000000000000000000000000000000,movie.directed_by
551,who directed grizzly|man,who directed grizzly|man,0000000000000100000000000000000000000000000000,movie.directed_by
552,who directed to|kill|a|mockingbird,who directed to|kill|a|mockingbird,0000000000000100000000000000000000000000000000,movie.directed_by
553,who was the director of the movie et,who was the director of the movie et,0000000000000100000000000000000000000000000000,movie.directed_by
554,find the director for et,find the director for et,0000000000000100000000000000000000000000000000,movie.directed_by
555,who made et,who made et,0000000000000100000000000000000000000000000000,movie.directed_by
556,who was the director of the movie jaws,who was the director of the movie jaws,0000000000000100000000000000000000000000000000,movie.directed_by
557,look up info about jurassic|park's director,look up info about jurassic|park's director,0000000000000100000000000000000000000000000000,movie.directed_by
558,who directed jurassic|park,who directed jurassic|park,0000000000000100000000000000000000000000000000,movie.directed_by
559,who directed jurassic|park,who directed jurassic|park,0000000000000100000000000000000000000000000000,movie.directed_by
560,who directed jurassic|park,who directed jurassic|park,0000000000000100000000000000000000000000000000,movie.directed_by
561,old man director,old man director,0000000000000100000000000000000000000000000000,movie.directed_by
562,can you find out who directed the movie batman,can you find out who directed the movie batman,0000000000000100000000000000000000000000000000,movie.directed_by
563,can you tell me who is the director of batman,can you tell me who is the director of batman,0000000000000100000000000000000000000000000000,movie.directed_by
564,who directed batman,who directed batman,0000000000000100000000000000000000000000000000,movie.directed_by
565,who is the director of batman,who is the director of batman,0000000000000100000000000000000000000000000000,movie.directed_by
566,looper directors,looper directors,0000000000000100000000000000000000000000000000,movie.directed_by
567,who directed the|perfect|storm,who directed the|perfect|storm,0000000000000100000000000000000000000000000000,movie.directed_by
568,who directed dirty|dancing,who directed dirty|dancing,0000000000000100000000000000000000000000000000,movie.directed_by
569,director for pride|and|prejudice,director for pride|and|prejudice,0000000000000100000000000000000000000000000000,movie.directed_by
570,who directed the movie the|thing|called|love,who directed the movie the|thing|called|love,0000000000000100000000000000000000000000000000,movie.directed_by
571,director of twilight,director of twilight,0000000000000100000000000000000000000000000000,movie.directed_by
572,twilight was directed by whom,twilight was directed by whom,0000000000000100000000000000000000000000000000,movie.directed_by
573,who else directs zombie movies,who else directs zombie movies,0000000000000100000000000000000010000000000000,movie.directed_by movie.subjects
574,director of hum|tum,director of hum|tum,0000000000000100000000000000000000000000000000,movie.directed_by
575,director of the movie hum|tum,director of the movie hum|tum,0000000000000100000000000000000000000000000000,movie.directed_by
576,find the director of hum|tum,find the director of hum|tum,0000000000000100000000000000000000000000000000,movie.directed_by
577,look for the director of hum|tum,look for the director of hum|tum,0000000000000100000000000000000000000000000000,movie.directed_by
578,director of the|cabin|in|the|woods,director of the|cabin|in|the|woods,0000000000000100000000000000000000000000000000,movie.directed_by
579,i am interested in who directed cabin in the woods,i am interested in who directed cabin in the woods,0000000000000100000000000000000000000000000000,movie.directed_by
580,show me who directed cabin in the woods,show me who directed cabin in the woods,0000000000000100000000000000000000000000000000,movie.directed_by
581,who directed the movie cabin in the woods,who directed the movie cabin in the woods,0000000000000100000000000000000000000000000000,movie.directed_by
582,who directed soul|surfer,who directed soul|surfer,0000000000000100000000000000000000000000000000,movie.directed_by
583,who directed the sandlot,who directed the sandlot,0000000000000100000000000000000000000000000000,movie.directed_by
584,which director made a comedy,which director made a comedy,0000000000000101000000000000000000000000000000,movie.directed_by movie.genre
585,director of halloween,director of halloween,0000000000000100000000000000000000000000000000,movie.directed_by
586,find the director of step|up,find the director of step|up,0000000000000100000000000000000000000000000000,movie.directed_by
587,search for the director of step|up,search for the director of step|up,0000000000000100000000000000000000000000000000,movie.directed_by
588,search for the director of step|up,search for the director of step|up,0000000000000100000000000000000000000000000000,movie.directed_by
589,i need to know who directed black|swan,i need to know who directed black|swan,0000000000000100000000000000000000000000000000,movie.directed_by
590,i want to look for the director of freedom|writers,i want to look for the director of freedom|writers,0000000000000100000000000000000000000000000000,movie.directed_by
591,i would like to look for the director of freedom|writers,i would like to look for the director of freedom|writers,0000000000000100000000000000000000000000000000,movie.directed_by
592,who directed the movie titanic,who directed the movie titanic,0000000000000100000000000000000000000000000000,movie.directed_by
593,who was the director of the movie the mechanic,who was the director of the movie the mechanic,0000000000000100000000000000000000000000000000,movie.directed_by
594,find the director of mask,find the director of mask,0000000000000100000000000000000000000000000000,movie.directed_by
595,director of the hulk,director of the hulk,0000000000000100000000000000000000000000000000,movie.directed_by
596,did robert|wise direct the|sound|of|music,did robert|wise direct the|sound|of|music,0000000000000100000000000000000000000000000000,movie.directed_by
597,was robert|wise the only director of the|sound|of|music,was robert|wise the only director of the|sound|of|music,0000000000000100000000000000000000000000000000,movie.directed_by
598,who directed the|sound|of|music,who directed the|sound|of|music,0000000000000100000000000000000000000000000000,movie.directed_by
599,who directed the|sound|of|music,who directed the|sound|of|music,0000000000000100000000000000000000000000000000,movie.directed_by
600,who directed the|sound|of|music,who directed the|sound|of|music,0000000000000100000000000000000000000000000000,movie.directed_by
601,what director shot the 1st lord|of|the|rings film,what director shot the 1st lord|of|the|rings film,0000000000000100000000000000000000000000000000,movie.directed_by
602,who directed return,who directed return,0000000000000100000000000000000000000000000000,movie.directed_by
603,who is the director of return,who is the director of return,0000000000000100000000000000000000000000000000,movie.directed_by
604,search for the name of the director of return,search for the name of the director of return,0000000000000100000000000000000000000000000000,movie.directed_by
605,what was the name of the director in men|in|black|3,what was the name of the director in men|in|black|3,0000000000000100000000000000000000000000000000,movie.directed_by
606,what is the name of the director of the movie avengers,what is the name of the director of the movie avengers,0000000000000100000000000000000000000000000000,movie.directed_by
607,find the name of the director of chips,find the name of the director of chips,0000000000000100000000000000000000000000000000,movie.directed_by
608,name of director for house|at|the|end|of|the|street,name of director for house|at|the|end|of|the|street,0000000000000100000000000000000000000000000000,movie.directed_by
609,name the director of sleepless|in|seattle,name the director of sleepless|in|seattle,0000000000000100000000000000000000000000000000,movie.directed_by
610,find name of director of the movie platoon,find name of director of the movie platoon,0000000000000100000000000000000000000000000000,movie.directed_by
611,get me the name of who directed the master,get me the name of who directed the master,0000000000000100000000000000000000000000000000,movie.directed_by
612,what is the director's name of lord|of|the|rings,what is the director's name of lord|of|the|rings,0000000000000100000000000000000000000000000000,movie.directed_by
613,what is the name of the person who made et,what is the name of the person who made et,0000000000000100000000000000000000000000000000,movie.directed_by
614,rocky director's name,rocky director's name,0000000000000100000000000000000000000000000000,movie.directed_by
615,what type of movie is gilda,what type of movie is gilda,0000000000000001000000000000000000000000000000,movie.genre
616,what types of movies does lionsgate produce,what types of movies does lionsgate produce,0000000000000001000000010000000000000000000000,movie.production_companies movie.genre
617,what kind of movie is black|swan,what kind of movie is black|swan,0000000000000001000000000000000000000000000000,movie.genre
618,what genre is the|hunger|games,what genre is the|hunger|games,0000000000000001000000000000000000000000000000,movie.genre
619,genre for transformers,genre for transformers,0000000000000001000000000000000000000000000000,movie.genre
620,what genre is looper,what genre is looper,0000000000000001000000000000000000000000000000,movie.genre
621,what genre is the movie looper,what genre is the movie looper,0000000000000001000000000000000000000000000000,movie.genre
622,what genre is rambo,what genre is rambo,0000000000000001000000000000000000000000000000,movie.genre
623,what genre is the jaws movies,what genre is the jaws movies,0000000000000001000000000000000000000000000000,movie.genre
624,can you tell me the genre for 1000 words,can you tell me the genre for 1000 words,0000000000000001000000000000000000000000000000,movie.genre
625,i am interested in the genre for 1000 words,i am interested in the genre for 1000 words,0000000000000001000000000000000000000000000000,movie.genre
626,what type of movie is parenthood,what type of movie is parenthood,0000000000000001000000000000000000000000000000,movie.genre
627,give me the genre of the movie lawless,give me the genre of the movie lawless,0000000000000001000000000000000000000000000000,movie.genre
628,what genre is the movie lawless,what genre is the movie lawless,0000000000000001000000000000000000000000000000,movie.genre
629,what is the genre of the movie lawless,what is the genre of the movie lawless,0000000000000001000000000000000000000000000000,movie.genre
630,what genre is the movie in|july,what genre is the movie in|july,0000000000000001000000000000000000000000000000,movie.genre
631,genre for gone|with|the|wind,genre for gone|with|the|wind,0000000000000001000000000000000000000000000000,movie.genre
632,how is the movie classified,how is the movie classified,0000000000000001000000000000000000000000000000,movie.genre
633,what genre is the movie,what genre is the movie,0000000000000001000000000000000000000000000000,movie.genre
634,what is the movie category,what is the movie category,0000000000000001000000000000000000000000000000,movie.genre
635,how would you describe the movie,how would you describe the movie,0000000000000001000000000000000000000000000000,movie.genre
636,type of movie,type of movie,0000000000000001000000000000000000000000000000,movie.genre
637,what is the classification of movie,what is the classification of movie,0000000000000001000000000000000000000000000000,movie.genre
638,what is the genre for movie,what is the genre for movie,0000000000000001000000000000000000000000000000,movie.genre
639,what is the movie genre,what is the movie genre,0000000000000001000000000000000000000000000000,movie.genre
640,what kind of movie,what kind of movie,0000000000000001000000000000000000000000000000,movie.genre
641,what type of movie is this,what type of movie is this,0000000000000001000000000000000000000000000000,movie.genre
642,i would like look up the genre step|up is in,i would like look up the genre step|up is in,0000000000000001000000000000000000000000000000,movie.genre
643,search for the genre step|up in,search for the genre step|up in,0000000000000001000000000000000000000000000000,movie.genre
644,what genre is step|up in,what genre is step|up in,0000000000000001000000000000000000000000000000,movie.genre
645,what genre is calendar|girls in,what genre is calendar|girls in,0000000000000001000000000000000000000000000000,movie.genre
646,what is the genre for the patriot,what is the genre for the patriot,0000000000000001000000000000000000000000000000,movie.genre
647,what genre is network in,what genre is network in,0000000000000001000000000000000000000000000000,movie.genre
648,find out the genre for the movie rebel,find out the genre for the movie rebel,0000000000000001000000000000000000000000000000,movie.genre
649,genre for the avengers,genre for the avengers,0000000000000001000000000000000000000000000000,movie.genre
650,can you tell me what genre the movie avatar falls in,can you tell me what genre the movie avatar falls in,0000000000000001000000000000000000000000000000,movie.genre
651,i need to know the genre of the movie avatar,i need to know the genre of the movie avatar,0000000000000001000000000000000000000000000000,movie.genre
652,show me the genre of the movie avatar,show me the genre of the movie avatar,0000000000000001000000000000000000000000000000,movie.genre
653,what genre is superman,what genre is superman,0000000000000001000000000000000000000000000000,movie.genre
654,pretty|girl movie genre,pretty|girl movie genre,0000000000000001000000000000000000000000000000,movie.genre
655,pretty|girl what is the movie's genre,pretty|girl what is the movie's genre,0000000000000001000000000000000000000000000000,movie.genre
656,what genre is pretty|girl,what genre is pretty|girl,0000000000000001000000000000000000000000000000,movie.genre
657,what genre is the movie pretty|girl,what genre is the movie pretty|girl,0000000000000001000000000000000000000000000000,movie.genre
658,find out what kind of movie grease is,find out what kind of movie grease is,0000000000000001000000000000000000000000000000,movie.genre
659,i d like to know the genre of the film grease,i d like to know the genre of the film grease,0000000000000001000000000000000000000000000000,movie.genre
660,i would like to know the genre of grease,i would like to know the genre of grease,0000000000000001000000000000000000000000000000,movie.genre
661,what kind of movie is grease,what kind of movie is grease,0000000000000001000000000000000000000000000000,movie.genre
662,find out the genre for the movie annamayya,find out the genre for the movie annamayya,0000000000000001000000000000000000000000000000,movie.genre
663,what movie category is friday|the|13th,what movie category is friday|the|13th,0000000000000001000000000000000000000000000000,movie.genre
664,tell me what genre the tommyknockers is,tell me what genre the tommyknockers is,0000000000000001000000000000000000000000000000,movie.genre
665,what genre is the hangover,what genre is the hangover,0000000000000001000000000000000000000000000000,movie.genre
666,what catergory is ted in,what catergory is ted in,0000000000000001000000000000000000000000000000,movie.genre
667,what genre is ted considered,what genre is ted considered,0000000000000001000000000000000000000000000000,movie.genre
668,what type of movie is ted considered to be,what type of movie is ted considered to be,0000000000000001000000000000000000000000000000,movie.genre
669,genre for while|you|were|sleeping,genre for while|you|were|sleeping,0000000000000001000000000000000000000000000000,movie.genre
670,what genre is finding|nemo,what genre is finding|nemo,0000000000000001000000000000000000000000000000,movie.genre
671,which language is used in the movie,which language is used in the movie,0000000000000000001000000000000000000000000000,movie.language
672,language of sound of music,language of sound of music,0000000000000000001000000000000000000000000000,movie.language
673,what language is this film,what language is this film,0000000000000000001000000000000000000000000000,movie.language
674,what are the different languages this movie come in,what are the different languages this movie come in,0000000000000000001000000000000000000000000000,movie.language
675,what foreign language is spoken in movie,what foreign language is spoken in movie,0000000000000000001000000000000000000000000000,movie.language
676,what language is movie in,what language is movie in,0000000000000000001000000000000000000000000000,movie.language
677,what language is the movie in,what language is the movie in,0000000000000000001000000000000000000000000000,movie.language
678,what language is the movie in,what language is the movie in,0000000000000000001000000000000000000000000000,movie.language
679,language of anna|karinia,language of anna|karinia,0000000000000000001000000000000000000000000000,movie.language
680,language of godzilla movie,language of godzilla movie,0000000000000000001000000000000000000000000000,movie.language
681,language of hamlet,language of hamlet,0000000000000000001000000000000000000000000000,movie.language
682,can you tell me the language of the|movie|hero,can you tell me the language of the|movie|hero,0000000000000000001000000000000000000000000000,movie.language
683,i need to know what is the language of the|movie|hero,i need to know what is the language of the|movie|hero,0000000000000000001000000000000000000000000000,movie.language
684,tell me what is the language of the|movie|hero,tell me what is the language of the|movie|hero,0000000000000000001000000000000000000000000000,movie.language
685,language of bullhead,language of bullhead,0000000000000000001000000000000000000000000000,movie.language
686,what language is shindler|s|list in,what language is shindler|s|list in,0000000000000000001000000000000000000000000000,movie.language
687,what language did the characters speak in black|swan,what language did the characters speak in black|swan,0000000000000000001000000000000000000000000000,movie.language
688,what language is black|swan,what language is black|swan,0000000000000000001000000000000000000000000000,movie.language
689,please find what language the chaser is in,please find what language the chaser is in,0000000000000000001000000000000000000000000000,movie.language
690,what language is the chaser in,what language is the chaser in,0000000000000000001000000000000000000000000000,movie.language
691,look up what language the chaser is in,look up what language the chaser is in,0000000000000000001000000000000000000000000000,movie.language
692,ondskan's language,ondskan's language,0000000000000000001000000000000000000000000000,movie.language
693,what language is la havre in,what language is la havre in,0000000000000000001000000000000000000000000000,movie.language
694,what foreign language is the movie belle available to view in,what foreign language is the movie belle available to view in,0000000000000000001000000000000000000000000000,movie.language
695,what language can i watch the movie the professional,what language can i watch the movie the professional,0000000000000000001000000000000000000000000000,movie.language
696,what language is the professional in,what language is the professional in,0000000000000000001000000000000000000000000000,movie.language
697,how do they speak in the movie the professional,how do they speak in the movie the professional,0000000000000000001000000000000000000000000000,movie.language
698,what language is spoken in indochine,what language is spoken in indochine,0000000000000000001000000000000000000000000000,movie.language
699,language of the film revanche,language of the film revanche,0000000000000000001000000000000000000000000000,movie.language
700,what language was aguirre wrath of god in,what language was aguirre wrath of god in,0000000000000000001000000000000000000000000000,movie.language
701,what language is passion|of|the|christ in,what language is passion|of|the|christ in,0000000000000000001000000000000000000000000000,movie.language
702,i want to know in what language was ju on filmed,i want to know in what language was ju on filmed,0000000000000000001000000000000000000000000000,movie.language
703,i want to know the original language of ju on,i want to know the original language of ju on,0000000000000000001000000000000000000000000000,movie.language
704,tell me the language of ju on,tell me the language of ju on,0000000000000000001000000000000000000000000000,movie.language
705,what language is ju on on,what language is ju on on,0000000000000000001000000000000000000000000000,movie.language
706,what language is the movie elling in,what language is the movie elling in,0000000000000000001000000000000000000000000000,movie.language
707,language of a|separation,language of a|separation,0000000000000000001000000000000000000000000000,movie.language
708,what s the language of moscow|does|not|believe|in|tears,what s the language of moscow|does|not|believe|in|tears,0000000000000000001000000000000000000000000000,movie.language
709,what is the language of the movie aankhen,what is the language of the movie aankhen,0000000000000000001000000000000000000000000000,movie.language
710,can you tell me the language of the movie aankhen,can you tell me the language of the movie aankhen,0000000000000000001000000000000000000000000000,movie.language
711,what are the names of films produced by spielberg,what are the names of films produced by spielberg,0000000000000000000000100000000000000000000000,movie.produced_by
712,can you tell me names of some movies by director martin|scorsese,can you tell me names of some movies by director martin|scorsese,0000000000000100000000000000000000000000000000,movie.directed_by
713,find movie titles,find movie titles,1000000000000000000000000000000000000000000000,NO_REL
714,what are the names of movies made in the united states,what are the names of movies made in the united states,0000000000010000000000000000000000000000000000,movie.country
715,i would like to know the names of all the movies which have been directed by james|cameron,i would like to know the names of all the movies which have been directed by james|cameron,0000000000000100000000000000000000000000000000,movie.directed_by
716,what are the titles of all the movies that george|lucas produced,what are the titles of all the movies that george|lucas produced,0000000000000000000000100000000000000000000000,movie.produced_by
717,names of romantic indian films,names of romantic indian films,0000000000010001001000000000000000000000000000,movie.country movie.language movie.genre
718,can you show me names of some indian romantic movies,can you show me names of some indian romantic movies,0000000000010001001000000000000000000000000000,movie.country movie.language movie.genre
719,i would like to know names of some indian movies,i would like to know names of some indian movies,0000000000010000001000000000000000000000000000,movie.country movie.language
720,japanese movie titles,japanese movie titles,0000000000010000001000000000000000000000000000,movie.country movie.language
721,can you give me names of some movies having pg thirteen rating,can you give me names of some movies having pg thirteen rating,0000000000000000000000001000000000000000000000,movie.rating
722,i would like to get names of some movies with pg thirteen rating,i would like to get names of some movies with pg thirteen rating,0000000000000000000000001000000000000000000000,movie.rating
723,show me names of some romantic movies having a pg thirteen rating,show me names of some romantic movies having a pg thirteen rating,0000000000000001000000001000000000000000000000,movie.rating movie.genre
724,what are the names of movies with zombies in them,what are the names of movies with zombies in them,0000000000000000000000000000000010000000000000,movie.subjects
725,i need to know the names of all the movies produced by william packer,i need to know the names of all the movies produced by william packer,0000000000000000000000100000000000000000000000,movie.produced_by
726,stephen|king directed what movie,stephen|king directed what movie,0000000000000100000000000000000000000000000000,movie.directed_by
727,what movies did stephen|king direct,what movies did stephen|king direct,0000000000000100000000000000000000000000000000,movie.directed_by
728,watch the last james|cameron movie,watch the last james|cameron movie,0000000000000100010000000000000000000000000000,movie.directed_by movie.initial_release_date
729,find movies by release date,find movies by release date,0000000000000000010000000000000000000000000000,movie.initial_release_date
730,show movie ratings,show movie ratings,0000000000000000000000001000000000000000000000,movie.rating
731,movie ratings,movie ratings,0000000000000000000000001000000000000000000000,movie.rating
732,richard|lester produced what other movies,richard|lester produced what other movies,0000000000000000000000100000000000000000000000,movie.produced_by
733,show me westerns,show me westerns,0000000000000001000000000000000000000000000000,movie.genre
734,was kevin|bacon in apollo|13,was kevin|bacon in apollo|13,0000000000000000000000000000001000000000000000,movie.starring.actor
735,i need movie information for life|is|beautiful,i need movie information for life|is|beautiful,1000000000000000000000000000000000000000000000,NO_REL
736,life|is|beautiful movie page,life|is|beautiful movie page,1000000000000000000000000000000000000000000000,NO_REL
737,i want to know more about the movie life|is|beautiful,i want to know more about the movie life|is|beautiful,1000000000000000000000000000000000000000000000,NO_REL
738,i would like info on the movie life|is|beautiful,i would like info on the movie life|is|beautiful,1000000000000000000000000000000000000000000000,NO_REL
739,please show me info on the movie life|is|beautiful,please show me info on the movie life|is|beautiful,1000000000000000000000000000000000000000000000,NO_REL
740,search for the movie life|is|beautiful,search for the movie life|is|beautiful,1000000000000000000000000000000000000000000000,NO_REL
741,what are the particulars for the movie life|is|beautiful,what are the particulars for the movie life|is|beautiful,1000000000000000000000000000000000000000000000,NO_REL
742,can i see more info the movie life|is|beautiful,can i see more info the movie life|is|beautiful,1000000000000000000000000000000000000000000000,NO_REL
743,can you show me info on the movie life|is|beautiful please,can you show me info on the movie life|is|beautiful please,1000000000000000000000000000000000000000000000,NO_REL
744,display information for the movie life|is|beautiful,display information for the movie life|is|beautiful,1000000000000000000000000000000000000000000000,NO_REL
745,find movies about dancing,find movies about dancing,0000000000000000000000000000000010000000000000,movie.subjects
746,i want to look up movies about dancing,i want to look up movies about dancing,0000000000000000000000000000000010000000000000,movie.subjects
747,look up movies about dancing,look up movies about dancing,0000000000000000000000000000000010000000000000,movie.subjects
748,search for movies about dancing,search for movies about dancing,0000000000000000000000000000000010000000000000,movie.subjects
749,give me a list of will|ferrell films,give me a list of will|ferrell films,0000000000000000000000000000001000000000000000,movie.starring.actor
750,i want to see any movies will|ferrell has been in,i want to see any movies will|ferrell has been in,0000000000000000000000000000001000000000000000,movie.starring.actor
751,i would like to see will|ferrell movies,i would like to see will|ferrell movies,0000000000000000000000000000001000000000000000,movie.starring.actor
752,list will|ferrell films,list will|ferrell films,0000000000000000000000000000001000000000000000,movie.starring.actor
753,movies will|ferrell played in,movies will|ferrell played in,0000000000000000000000000000001000000000000000,movie.starring.actor
754,what are some films will|ferrell starred in,what are some films will|ferrell starred in,0000000000000000000000000000001000000000000000,movie.starring.actor
755,what movies has will|ferrell been in,what movies has will|ferrell been in,0000000000000000000000000000001000000000000000,movie.starring.actor
756,what movies is will|ferrell in,what movies is will|ferrell in,0000000000000000000000000000001000000000000000,movie.starring.actor
757,will|ferrell films,will|ferrell films,0000000000000000000000000000001000000000000000,movie.starring.actor
758,will|ferrell movies,will|ferrell movies,0000000000000000000000000000001000000000000000,movie.starring.actor
759,will|ferrell movies,will|ferrell movies,0000000000000000000000000000001000000000000000,movie.starring.actor
760,will|ferrell videos,will|ferrell videos,0000000000000000000000000000001000000000000000,movie.starring.actor
761,i want to see videos of will|ferrell,i want to see videos of will|ferrell,0000000000000000000000000000001000000000000000,movie.starring.actor
762,all videos of will|ferrell,all videos of will|ferrell,0000000000000000000000000000001000000000000000,movie.starring.actor
763,can you find|me movies in russian,can you find|me movies in russian,0000000000000000001000000000000000000000000000,movie.language
764,where can i find movies in russian,where can i find movies in russian,0000000000000000001000000000000000000000000000,movie.language
765,find russian movies,find russian movies,0000000000010000001000000000000000000000000000,movie.country movie.language
766,find russian movies,find russian movies,0000000000010000001000000000000000000000000000,movie.country movie.language
767,search for russian movies,search for russian movies,0000000000010000001000000000000000000000000000,movie.country movie.language
768,show me movies from poland,show me movies from poland,0000000000010000000000000000000000000000000000,movie.country
769,i would like to see a polish language film,i would like to see a polish language film,0000000000000000001000000000000000000000000000,movie.language
770,i am interested in watching a movie in polish,i am interested in watching a movie in polish,0000000000000000001000000000000000000000000000,movie.language
771,i want to see a polish movie,i want to see a polish movie,0000000000010000001000000000000000000000000000,movie.country movie.language
772,list some funny russian movies,list some funny russian movies,0000000000010001001000000000000000000000000000,movie.country movie.language movie.genre
773,i am looking for the information on the movie pretty|women,i am looking for the information on the movie pretty|women,1000000000000000000000000000000000000000000000,NO_REL
774,list of barry|sonnenfeld films,list of barry|sonnenfeld films,0000000000000100000000000000000000000000000000,movie.directed_by
775,find martin|scorsese films,find martin|scorsese films,0000000000000100000000000000000000000000000000,movie.directed_by
776,i want to see a movie which was directed by scorsese,i want to see a movie which was directed by scorsese,0000000000000100000000000000000000000000000000,movie.directed_by
777,show all movies directed by martin|scorcese,show all movies directed by martin|scorcese,0000000000000100000000000000000000000000000000,movie.directed_by
778,movies with meg|ryan,movies with meg|ryan,0000000000000000000000000000001000000000000000,movie.starring.actor
779,gross earnings for movies,gross earnings for movies,0000000000000000100000000000000000000000000000,movie.gross_revenue
780,i want to watch movies directed by jackie|chan,i want to watch movies directed by jackie|chan,0000000000000100000000000000000000000000000000,movie.directed_by
781,star|wars,star|wars,1000000000000000000000000000000000000000000000,NO_REL
782,what are the plots of hotel|rwanda,what are the plots of hotel|rwanda,1000000000000000000000000000000000000000000000,NO_REL
783,tim|burton movies,tim|burton movies,0000000000000100000000000000000000000000000000,movie.directed_by
784,bings movie page finding|nemo,bings movie page finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
785,display information for film finding|nemo,display information for film finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
786,finding|nemo movie shortcut,finding|nemo movie shortcut,1000000000000000000000000000000000000000000000,NO_REL
787,whats some details for the movie finding|nemo,whats some details for the movie finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
788,show all details of original finding|nemo movie,show all details of original finding|nemo movie,0000000000000000010000000000000000000000000000,movie.initial_release_date
789,get details of original finding|nemo movie,get details of original finding|nemo movie,0000000000000000010000000000000000000000000000,movie.initial_release_date
790,finding|nemo movie page,finding|nemo movie page,1000000000000000000000000000000000000000000000,NO_REL
791,find movie finding|nemo,find movie finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
792,display all details of original finding|nemo movie,display all details of original finding|nemo movie,1000000000000000000000000000000000000000000000,NO_REL
793,find all details of original finding|nemo movie,find all details of original finding|nemo movie,1000000000000000000000000000000000000000000000,NO_REL
794,what has andrew|stanton directed,what has andrew|stanton directed,0000000000000100000000000000000000000000000000,movie.directed_by
795,what movies has andrew|stanton directed,what movies has andrew|stanton directed,0000000000000100000000000000000000000000000000,movie.directed_by
796,what did lee|unkrich direct,what did lee|unkrich direct,0000000000000100000000000000000000000000000000,movie.directed_by
797,i would like to see a movie with albert|brooks in it,i would like to see a movie with albert|brooks in it,0000000000000000000000000000001000000000000000,movie.starring.actor
798,find|me films produced by drew|barrymore,find|me films produced by drew|barrymore,0000000000000000000000100000000000000000000000,movie.produced_by
799,what movies that clint|eastwood starred in did he also direct,what movies that clint|eastwood starred in did he also direct,0000000000000100000000000000001000000000000000,movie.starring.actor movie.directed_by
800,what movies did clint|eastwood direct and star in,what movies did clint|eastwood direct and star in,0000000000000100000000000000001000000000000000,movie.starring.actor movie.directed_by
801,i want to watch a movie by sergio|leone,i want to watch a movie by sergio|leone,0000000000000100000000000000000000000000000000,movie.directed_by
802,show sergio|leone's movies,show sergio|leone's movies,0000000000000100000000000000000000000000000000,movie.directed_by
803,show me movies directed by sergio|leone,show me movies directed by sergio|leone,0000000000000100000000000000000000000000000000,movie.directed_by
804,movies that have been directed by tony|scott,movies that have been directed by tony|scott,0000000000000100000000000000000000000000000000,movie.directed_by
805,show me movies from brazil,show me movies from brazil,0000000000010000000000000000000000000000000000,movie.country
806,show me horror movie earnings,show me horror movie earnings,0000000000000001100000000000000000000000000000,movie.gross_revenue movie.genre
807,movies with harrison|ford,movies with harrison|ford,0000000000000000000000000000001000000000000000,movie.starring.actor
808,show me only movies with harrison|ford,show me only movies with harrison|ford,0000000000000000000000000000001000000000000000,movie.starring.actor
809,name the movies clive|owen has been in,name the movies clive|owen has been in,0000000000000000000000000000001000000000000000,movie.starring.actor
810,what movies has clive|owen been in,what movies has clive|owen been in,0000000000000000000000000000001000000000000000,movie.starring.actor
811,what movies has clive|owen starred in,what movies has clive|owen starred in,0000000000000000000000000000001000000000000000,movie.starring.actor
812,find ms. congeniality,find ms. congeniality,1000000000000000000000000000000000000000000000,NO_REL
813,find spike|lee directed movies,find spike|lee directed movies,0000000000000100000000000000000000000000000000,movie.directed_by
814,what movies did spike|lee direct,what movies did spike|lee direct,0000000000000100000000000000000000000000000000,movie.directed_by
815,movies cecil b demille,movies cecil b demille,0000000000000100000000000000000000000000000000,movie.directed_by
